id,channel,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,p_treat,p_ctrl,uplift,rank,recommended
Next_4154,Instagram,5,63.49,1,22,1,0.6457,0.5465,0.0992,338,1
Next_518,Instagram,8,67.99,6,27,1,0.6722,0.573,0.0992,339,1
Next_146,Instagram,1,46.99,6,19,1,0.1956,0.0965,0.0992,340,1
Next_5664,Instagram,4,113.98,2,19,1,0.5127,0.4137,0.0991,341,1
Next_1653,Facebook,0,0.0,0,18,1,0.2377,0.1388,0.0989,342,1
Next_517,Facebook,0,0.0,0,18,1,0.2377,0.1388,0.0989,343,1
Next_340,Referral,5,106.98,2,16,1,0.6657,0.5672,0.0985,344,1
Next_3371,Facebook,0,0.0,3,25,1,0.194,0.0955,0.0985,345,1
Next_2223,Facebook,0,0.0,1,20,1,0.2203,0.1218,0.0985,346,1
Next_463,Instagram,2,60.99,6,16,1,0.2209,0.1225,0.0983,347,1
Next_1844,Instagram,2,124.98,2,15,1,0.3492,0.2511,0.0981,348,1
Next_5778,Facebook,1,57.49,5,29,1,0.2035,0.1055,0.098,349,1
Next_2659,Other,0,0.0,0,22,0,0.244,0.146,0.098,350,1
Next_2157,Instagram,0,0.0,4,15,1,0.1862,0.0884,0.0978,351,1
Next_886,Instagram,0,0.0,4,15,1,0.1862,0.0884,0.0978,352,1
Next_5088,Instagram,0,0.0,4,15,1,0.1862,0.0884,0.0978,353,1
Next_5320,Instagram,1,59.99,1,9,1,0.2841,0.1871,0.0971,354,1
Next_541,Instagram,3,67.99,5,12,1,0.2745,0.1774,0.0971,355,1
Next_707,Instagram,0,0.0,3,12,1,0.1958,0.0989,0.0969,356,1
Next_148,Instagram,0,0.0,3,12,1,0.1958,0.0989,0.0969,357,1
Next_5158,Instagram,2,52.99,5,13,1,0.2319,0.1351,0.0968,358,1
Next_5809,Instagram,1,70.99,2,11,1,0.2643,0.1676,0.0967,359,1
Next_2910,Instagram,1,60.99,3,12,1,0.2392,0.1426,0.0966,360,1
Next_3012,Instagram,2,67.99,4,12,1,0.2564,0.1599,0.0964,361,1
Next_2079,Instagram,0,0.0,1,7,1,0.2223,0.1261,0.0962,362,1
Next_5829,Instagram,0,0.0,1,7,1,0.2223,0.1261,0.0962,363,1
Next_5905,Instagram,0,0.0,0,5,1,0.2398,0.1436,0.0962,364,1
Next_5782,Instagram,1,115.98,4,17,1,0.2398,0.1437,0.0961,365,1
Next_4238,Instagram,1,129.98,2,15,1,0.2918,0.1958,0.0959,366,1
Next_3290,Instagram,2,127.98,4,16,1,0.2833,0.1874,0.0959,367,1
Next_3732,Instagram,4,56.99,1,12,1,0.4939,0.3982,0.0957,368,1
Next_3020,Facebook,0,0.0,0,17,1,0.2312,0.1357,0.0955,369,1
Next_2291,Facebook,0,0.0,0,17,1,0.2312,0.1357,0.0955,370,1
Next_4370,Instagram,5,54.99,5,10,1,0.3739,0.2787,0.0952,371,1
Next_4999,Instagram,2,53.99,2,8,1,0.296,0.2011,0.0948,372,1
Next_5961,Instagram,2,61.99,6,15,1,0.2147,0.1199,0.0948,373,1
Next_840,Referral,1,65.99,6,6,1,0.1971,0.1024,0.0946,374,1
Next_1868,Google,0,0.0,0,29,1,0.2228,0.1282,0.0946,375,1
Next_4171,Instagram,0,0.0,4,14,1,0.1808,0.0863,0.0945,376,1
Next_578,Instagram,0,0.0,6,20,1,0.1631,0.0687,0.0944,377,1
Next_2615,Instagram,2,136.98,0,16,1,0.4387,0.3443,0.0943,378,1
Next_1544,Facebook,0,0.0,2,21,1,0.1981,0.1042,0.0939,379,1
Next_2066,Facebook,1,61.49,1,20,1,0.2673,0.1738,0.0935,380,1
Next_3159,Instagram,4,65.49,7,12,1,0.2593,0.1659,0.0934,381,1
Next_4099,Instagram,3,69.99,5,11,1,0.2673,0.174,0.0932,382,1
Next_5760,Instagram,1,60.99,4,13,1,0.2156,0.1224,0.0932,383,1
Next_421,Instagram,0,0.0,0,4,1,0.2332,0.1404,0.0929,384,1
Next_1168,Instagram,4,50.99,4,8,1,0.3362,0.2434,0.0928,385,1
Next_3557,Other,6,64.49,2,12,1,0.785,0.6925,0.0925,386,1
Next_2960,Instagram,5,48.99,4,9,1,0.406,0.3136,0.0925,387,1
Next_1536,Referral,3,139.98,1,7,1,0.5006,0.4084,0.0922,388,1
Next_3464,Instagram,0,0.0,2,8,1,0.1999,0.1079,0.092,389,1
Next_72,Referral,1,141.98,6,9,1,0.2132,0.1212,0.092,390,1
Next_5416,Facebook,1,44.99,2,20,1,0.2356,0.1437,0.092,391,1
Next_4488,Instagram,6,66.99,7,11,1,0.3638,0.2719,0.0919,392,1
Next_4741,Instagram,0,0.0,5,16,1,0.1667,0.0752,0.0915,393,1
Next_4972,Instagram,0,0.0,5,16,1,0.1667,0.0752,0.0915,394,1
Next_4328,Instagram,0,0.0,5,16,1,0.1667,0.0752,0.0915,395,1
Next_3098,Google,0,0.0,0,28,1,0.2166,0.1253,0.0913,396,1
Next_3427,Instagram,2,126.98,2,13,1,0.3329,0.2419,0.091,397,1
Next_3695,Instagram,5,113.98,5,15,1,0.4152,0.3243,0.0909,398,1
Next_1971,Instagram,5,59.99,1,17,1,0.6034,0.5125,0.0909,399,1
Next_5019,Instagram,1,55.49,4,12,1,0.2097,0.1188,0.0909,400,1
Next_4979,Referral,5,59.99,2,3,1,0.5559,0.4652,0.0907,401,1
Next_2867,Instagram,2,146.98,1,15,1,0.3882,0.2977,0.0905,402,1
Next_3843,Instagram,0,0.0,7,22,1,0.1502,0.0597,0.0904,403,1
Next_2135,Instagram,3,126.98,2,14,1,0.4024,0.3125,0.09,404,1
Next_5759,Referral,1,63.99,5,2,1,0.2012,0.1114,0.0898,405,1
Next_832,Facebook,4,54.99,4,19,1,0.3176,0.2279,0.0897,406,1
Next_5878,Google,1,63.99,1,31,1,0.2511,0.1615,0.0896,407,1
Next_4521,Instagram,0,0.0,1,5,1,0.2101,0.1204,0.0896,408,1
Next_2276,Instagram,0,0.0,1,5,1,0.2101,0.1204,0.0896,409,1
Next_3429,Other,6,63.49,2,7,1,0.753,0.6635,0.0895,410,1
Next_2256,Instagram,2,69.49,1,7,1,0.3243,0.2349,0.0894,411,1
Next_5160,Facebook,0,0.0,4,25,1,0.1687,0.0794,0.0893,412,1
Next_424,Facebook,5,57.49,3,21,1,0.4357,0.3465,0.0892,413,1
Next_4841,Google,1,69.49,0,30,1,0.2771,0.188,0.0891,414,1
Next_5082,Facebook,4,46.99,6,20,1,0.2556,0.1666,0.089,415,1
Next_4047,Instagram,0,0.0,2,7,1,0.1942,0.1054,0.0888,416,1
Next_473,Instagram,6,61.99,5,11,1,0.446,0.3573,0.0887,417,1
Next_4842,Instagram,1,62.49,2,8,1,0.2439,0.1552,0.0887,418,1
Next_5579,Instagram,4,121.98,1,19,1,0.5549,0.4663,0.0886,419,1
Next_3179,Facebook,1,54.99,1,18,1,0.2536,0.1651,0.0885,420,1
Next_2403,Instagram,3,69.99,6,11,1,0.2352,0.1468,0.0884,421,1
Next_3750,Instagram,0,0.0,6,18,1,0.1535,0.0654,0.0881,422,1
Next_672,Instagram,0,0.0,4,12,1,0.1703,0.0823,0.0881,423,1
Next_4843,Instagram,4,135.98,2,18,1,0.503,0.415,0.0879,424,1
Next_3211,Instagram,1,140.98,4,16,1,0.2327,0.1449,0.0878,425,1
Next_5333,Referral,3,169.47,6,6,1,0.2909,0.2033,0.0876,426,1
Next_2282,Instagram,4,47.99,7,9,1,0.2394,0.152,0.0875,427,1
Next_5208,Facebook,0,0.0,2,19,1,0.1868,0.0994,0.0874,428,1
Next_5404,Google,0,0.0,1,29,1,0.1946,0.1072,0.0874,429,1
Next_2426,Instagram,0,0.0,7,21,1,0.1456,0.0583,0.0873,430,1
Next_3126,Instagram,5,63.99,1,16,1,0.5946,0.5074,0.0872,431,1
Next_3145,Referral,0,0.0,6,5,1,0.155,0.0679,0.0871,432,1
Next_295,Instagram,1,47.49,0,4,1,0.2824,0.1952,0.0871,433,1
Next_4591,Facebook,1,49.99,0,16,1,0.2727,0.1857,0.087,434,1
Next_2522,Facebook,4,44.49,5,18,1,0.2748,0.1879,0.087,435,1
Next_3664,Facebook,2,82.99,1,19,1,0.3135,0.2268,0.0868,436,1
Next_500,Facebook,3,42.49,2,16,1,0.3113,0.2245,0.0868,437,1
Next_467,Instagram,1,47.99,7,18,1,0.1651,0.0784,0.0867,438,1
Next_765,Other,5,131.98,2,6,1,0.6912,0.6046,0.0866,439,1
Next_5472,Facebook,1,49.49,1,17,1,0.2469,0.1604,0.0865,440,1
Next_4079,Instagram,0,0.0,1,4,1,0.2041,0.1177,0.0864,441,1
Next_1714,Instagram,0,0.0,0,2,1,0.2205,0.1341,0.0864,442,1
Next_4509,Instagram,5,49.99,0,18,1,0.652,0.5657,0.0863,443,1
Next_5729,Instagram,2,73.99,6,13,1,0.2025,0.1162,0.0862,444,1
Next_2711,Instagram,5,71.99,1,17,1,0.603,0.5168,0.0862,445,1
Next_399,Other,0,0.0,3,25,0,0.1774,0.0916,0.0858,446,1
Next_4767,Facebook,0,0.0,0,14,1,0.2124,0.1267,0.0857,447,1
Next_2500,Facebook,3,129.98,1,25,1,0.4233,0.3377,0.0857,448,1
Next_5762,Google,4,58.99,0,32,1,0.4764,0.3908,0.0856,449,1
Next_3763,Facebook,3,44.99,5,19,1,0.2319,0.1463,0.0856,450,1
Next_3974,Facebook,0,0.0,3,21,1,0.1724,0.0868,0.0856,451,1
Next_2518,Facebook,1,133.98,2,24,1,0.2605,0.1749,0.0855,452,1
Next_1261,Facebook,1,133.47,1,23,1,0.2872,0.2017,0.0855,453,1
Next_3578,Referral,1,70.99,5,1,1,0.1954,0.1099,0.0855,454,1
Next_3644,Facebook,0,0.0,1,16,1,0.1965,0.111,0.0854,455,1
Next_5713,Instagram,1,185.97,1,16,1,0.3347,0.2492,0.0854,456,1
Next_1324,Referral,4,60.99,0,1,1,0.5572,0.4718,0.0854,457,1
Next_1574,Instagram,2,65.49,3,7,1,0.2545,0.1692,0.0853,458,1
Next_5064,Instagram,0,0.0,5,14,1,0.1569,0.0717,0.0852,459,1
Next_2654,Instagram,0,0.0,6,17,1,0.1489,0.0639,0.085,460,1
Next_849,Instagram,0,0.0,6,17,1,0.1489,0.0639,0.085,461,1
Next_4228,Instagram,0,0.0,4,11,1,0.1653,0.0803,0.085,462,1
Next_5665,Instagram,0,0.0,4,11,1,0.1653,0.0803,0.085,463,1
Next_5040,Instagram,0,0.0,4,11,1,0.1653,0.0803,0.085,464,1
Next_1998,Instagram,0,0.0,4,11,1,0.1653,0.0803,0.085,465,1
Next_5862,Instagram,3,75.99,2,7,1,0.3448,0.2599,0.0849,466,1
Next_3308,Facebook,1,72.99,0,17,1,0.2794,0.1949,0.0845,467,1
Next_3378,Instagram,8,66.99,7,15,1,0.5283,0.4439,0.0843,468,1
Next_3991,Facebook,0,0.0,2,18,1,0.1814,0.0971,0.0843,469,1
Next_2172,Facebook,5,71.99,2,23,1,0.4956,0.4114,0.0843,470,1
Next_2716,Instagram,0,0.0,3,8,1,0.174,0.0899,0.0841,471,1
Next_5628,Instagram,5,101.98,6,11,1,0.3416,0.2575,0.0841,472,1
Next_1135,Instagram,1,59.99,0,4,1,0.282,0.1981,0.0839,473,1
Next_3196,Instagram,1,63.99,6,15,1,0.1735,0.0897,0.0839,474,1
Next_4725,Referral,6,153.98,6,9,1,0.5026,0.4187,0.0838,475,1
Next_3408,Instagram,1,188.97,0,16,1,0.3736,0.2899,0.0837,476,1
Next_1643,Facebook,2,52.99,0,15,1,0.32,0.2363,0.0836,477,1
Next_3077,Facebook,1,62.49,1,17,1,0.2466,0.163,0.0836,478,1
Next_1342,Referral,0,0.0,7,7,1,0.1426,0.059,0.0836,479,1
Next_4710,Referral,4,91.99,1,2,1,0.5228,0.4393,0.0835,480,1
Next_1495,Instagram,3,145.98,2,14,1,0.4018,0.3184,0.0834,481,1
Next_4151,Instagram,0,0.0,0,1,1,0.2144,0.1311,0.0833,482,1
Next_568,Instagram,0,0.0,0,1,1,0.2144,0.1311,0.0833,483,1
Next_5453,Instagram,0,0.0,0,1,1,0.2144,0.1311,0.0833,484,1
Next_1061,Facebook,2,116.98,1,21,1,0.3283,0.2451,0.0832,485,1
Next_231,Facebook,0,0.0,4,23,1,0.1588,0.0756,0.0832,486,1
Next_1311,Referral,5,52.99,0,8,1,0.6787,0.5955,0.0832,487,1
Next_2254,Instagram,4,56.99,5,6,1,0.2841,0.201,0.0831,488,1
Next_2797,Facebook,2,69.49,4,20,1,0.2214,0.1386,0.0828,489,1
Next_761,Referral,6,70.99,2,11,1,0.6848,0.602,0.0828,490,1
Next_589,Other,0,0.0,3,24,0,0.1722,0.0894,0.0827,491,1
Next_696,Facebook,0,0.0,0,13,1,0.2064,0.1238,0.0826,492,1
Next_5077,Facebook,0,0.0,0,13,1,0.2064,0.1238,0.0826,493,1
Next_4640,Referral,1,218.97,5,9,1,0.2413,0.1587,0.0826,494,1
Next_11,Instagram,0,0.0,2,5,1,0.1831,0.1006,0.0826,495,1
Next_1420,Instagram,1,115.98,6,17,1,0.1832,0.1007,0.0825,496,1
Next_778,Facebook,0,0.0,1,15,1,0.1908,0.1085,0.0823,497,1
Next_5289,Instagram,0,0.0,5,13,1,0.1522,0.0699,0.0822,498,1
Next_4052,Instagram,0,0.0,5,13,1,0.1522,0.0699,0.0822,499,1
Next_5409,Instagram,2,214.47,2,19,1,0.38,0.2978,0.0822,500,1
Next_215,Facebook,1,61.99,2,18,1,0.2225,0.1403,0.0822,501,1
Next_3519,Instagram,6,59.49,2,17,1,0.6254,0.5434,0.082,502,1
Next_1401,Instagram,0,0.0,6,16,1,0.1443,0.0623,0.082,503,1
Next_5400,Facebook,2,58.99,0,15,1,0.3198,0.2379,0.0819,504,1
Next_4080,Facebook,2,141.98,1,23,1,0.3438,0.2619,0.0819,505,1
Next_2040,Other,0,0.0,0,17,0,0.2122,0.1304,0.0818,506,1
Next_4112,Other,0,0.0,0,17,0,0.2122,0.1304,0.0818,507,1
Next_2970,Instagram,3,143.98,6,14,1,0.2535,0.1717,0.0818,508,1
Next_1856,Instagram,2,73.99,1,5,1,0.3085,0.2267,0.0818,509,1
Next_2052,Instagram,1,212.97,4,19,1,0.2509,0.1691,0.0817,510,1
Next_315,Other,1,58.99,2,22,0,0.2286,0.147,0.0816,511,1
Next_4161,Facebook,3,64.99,5,19,1,0.2314,0.1499,0.0815,512,1
Next_2031,Facebook,0,0.0,2,17,1,0.1761,0.0948,0.0813,513,1
Next_1243,Other,2,59.99,5,25,0,0.2049,0.1237,0.0812,514,1
Next_1350,Instagram,0,0.0,3,7,1,0.1689,0.0878,0.0811,515,1
Next_2809,Facebook,1,52.99,2,17,1,0.2165,0.1356,0.0809,516,1
Next_2221,Google,1,33.49,2,28,1,0.203,0.1221,0.0809,517,1
Next_4834,Instagram,1,64.49,6,14,1,0.1684,0.0876,0.0808,518,1
Next_676,Instagram,3,182.97,4,16,1,0.3381,0.2573,0.0808,519,1
Next_2834,Instagram,3,56.99,1,4,1,0.3595,0.2788,0.0807,520,1
Next_4372,Instagram,0,0.0,1,2,1,0.1926,0.1123,0.0803,521,1
Next_5733,Instagram,0,0.0,1,2,1,0.1926,0.1123,0.0803,522,1
Next_1879,Facebook,2,66.99,4,19,1,0.2153,0.135,0.0802,523,1
Next_3037,Instagram,1,63.99,1,4,1,0.2487,0.1687,0.08,524,1
Next_4948,Instagram,4,197.97,6,18,1,0.3365,0.2567,0.0798,525,1
Next_5659,Facebook,4,78.99,4,18,1,0.3091,0.2294,0.0797,526,1
Next_678,Facebook,0,0.0,3,19,1,0.1623,0.0827,0.0796,527,1
Next_4910,Other,2,64.99,1,20,0,0.2983,0.2189,0.0795,528,1
Next_2475,Facebook,2,139.98,1,22,1,0.3357,0.2563,0.0794,529,1
Next_488,Facebook,2,77.99,0,16,1,0.3272,0.2478,0.0794,530,1
Next_5773,Facebook,0,0.0,1,14,1,0.1853,0.1059,0.0793,531,1
Next_1177,Instagram,0,0.0,5,12,1,0.1476,0.0682,0.0793,532,1
Next_680,Instagram,0,0.0,5,12,1,0.1476,0.0682,0.0793,533,1
Next_945,Instagram,0,0.0,5,12,1,0.1476,0.0682,0.0793,534,1
Next_1602,Instagram,0,0.0,6,15,1,0.1399,0.0608,0.0791,535,1
Next_2680,Facebook,1,105.98,0,18,1,0.2858,0.2068,0.0791,536,1
Next_1911,Other,0,0.0,1,18,0,0.1906,0.1117,0.0789,537,1
Next_715,Other,0,0.0,1,18,0,0.1906,0.1117,0.0789,538,1
Next_5973,Instagram,1,99.98,6,15,1,0.1729,0.094,0.0789,539,1
Next_4772,Google,0,0.0,0,24,1,0.193,0.1142,0.0788,540,1
Next_4525,Instagram,5,62.49,4,6,1,0.3797,0.301,0.0788,541,1
Next_5936,Instagram,2,125.98,2,9,1,0.3016,0.2229,0.0787,542,1
Next_820,Instagram,5,44.49,1,9,1,0.533,0.4544,0.0786,543,1
Next_4875,Instagram,0,0.0,7,18,1,0.1326,0.0541,0.0785,544,1
Next_3269,Instagram,2,146.97,4,12,1,0.2544,0.1759,0.0785,545,1
Next_1444,Other,3,70.99,2,21,0,0.3259,0.2474,0.0785,546,1
Next_2490,Instagram,5,123.98,5,12,1,0.3888,0.3104,0.0785,547,1
Next_809,Facebook,1,57.99,1,15,1,0.2335,0.1551,0.0784,548,1
Next_2458,Facebook,1,59.99,0,14,1,0.2584,0.18,0.0783,549,1
Next_942,Facebook,0,0.0,2,16,1,0.1709,0.0926,0.0783,550,1
Next_4553,Google,0,0.0,1,26,1,0.1782,0.0999,0.0783,551,1
Next_1357,Facebook,1,47.49,0,13,1,0.2518,0.1736,0.0782,552,1
Next_3111,Other,0,0.0,2,20,0,0.1759,0.0977,0.0782,553,1
Next_2838,Instagram,0,0.0,3,6,1,0.1639,0.0857,0.0781,554,1
Next_212,Google,2,55.99,0,25,1,0.2943,0.2164,0.0779,555,1
Next_3992,Facebook,5,51.99,6,16,1,0.2787,0.2009,0.0779,556,1
Next_1745,Facebook,1,121.98,0,19,1,0.2928,0.215,0.0778,557,1
Next_5436,Other,4,43.49,3,19,0,0.3312,0.2535,0.0777,558,1
Next_2164,Instagram,1,73.99,1,4,1,0.2485,0.1708,0.0777,559,1
Next_898,Other,4,57.49,2,21,0,0.3866,0.309,0.0776,560,1
Next_5182,Facebook,0,0.0,5,24,1,0.1417,0.0642,0.0775,561,1
Next_372,Other,2,65.99,2,20,0,0.2639,0.1864,0.0774,562,1
Next_3886,Instagram,2,107.98,6,12,1,0.196,0.1186,0.0774,563,1
Next_3018,Instagram,0,0.0,1,1,1,0.187,0.1097,0.0773,564,1
Next_1489,Instagram,2,73.99,6,10,1,0.1855,0.1084,0.0771,565,1
Next_4505,Facebook,0,0.0,6,27,1,0.1343,0.0572,0.0771,566,1
Next_1904,Instagram,8,81.98,6,18,1,0.5964,0.5194,0.077,567,1
Next_2902,Instagram,4,46.49,1,4,1,0.4225,0.3456,0.0769,568,1
Next_2723,Google,1,56.49,2,28,1,0.2025,0.1257,0.0768,569,1
Next_4735,Instagram,3,78.49,1,5,1,0.3672,0.2905,0.0767,570,1
Next_4028,Instagram,2,76.49,6,10,1,0.1855,0.1087,0.0767,571,1
Next_987,Instagram,1,66.99,4,8,1,0.1865,0.1098,0.0766,572,1
Next_5903,Facebook,3,63.49,4,16,1,0.2427,0.1661,0.0766,573,1
Next_5389,Facebook,0,0.0,0,11,1,0.1948,0.1182,0.0766,574,1
Next_3970,Facebook,1,54.99,5,22,1,0.1655,0.089,0.0765,575,1
Next_2751,Instagram,2,196.47,3,15,1,0.3095,0.233,0.0765,576,1
Next_1917,Instagram,0,0.0,5,11,1,0.1431,0.0666,0.0765,577,1
Next_1352,Facebook,0,0.0,1,13,1,0.1799,0.1035,0.0764,578,1
Next_3422,Instagram,5,80.49,0,19,1,0.6593,0.5829,0.0764,579,1
Next_1064,Instagram,0,0.0,6,14,1,0.1356,0.0593,0.0763,580,1
Next_4657,Instagram,0,0.0,4,8,1,0.1508,0.0747,0.0762,581,1
Next_5620,Google,0,0.0,0,23,1,0.1875,0.1116,0.0759,582,1
Next_2709,Instagram,1,175.47,5,16,1,0.2029,0.127,0.0759,583,1
Next_4844,Facebook,1,60.99,5,22,1,0.1654,0.0898,0.0757,584,1
Next_4111,Facebook,1,64.99,2,16,1,0.2101,0.1346,0.0756,585,1
Next_4403,Other,3,71.49,5,22,0,0.231,0.1554,0.0756,586,1
Next_2607,Instagram,2,203.97,0,18,1,0.4544,0.3789,0.0756,587,1
Next_3873,Facebook,0,0.0,2,15,1,0.1658,0.0904,0.0755,588,1
Next_510,Referral,0,0.0,6,1,1,0.137,0.0615,0.0754,589,1
Next_2054,Facebook,4,58.99,2,15,1,0.3615,0.2861,0.0754,590,1
Next_5065,Facebook,4,55.99,5,15,1,0.2534,0.1786,0.0749,591,1
Next_5378,Instagram,1,60.49,4,7,1,0.1812,0.1064,0.0748,592,1
Next_1182,Instagram,3,60.99,6,6,1,0.2044,0.1296,0.0748,593,1
Next_4068,Instagram,5,60.49,1,10,1,0.5415,0.4667,0.0747,594,1
Next_5392,Facebook,2,64.99,4,17,1,0.2033,0.1287,0.0746,595,1
Next_4388,Facebook,1,57.49,3,17,1,0.1888,0.1142,0.0746,596,1
Next_1951,Instagram,3,78.98,6,7,1,0.21,0.1357,0.0743,597,1
Next_3001,Facebook,5,97.98,5,19,1,0.3368,0.2625,0.0743,598,1
Next_2326,Other,0,0.0,3,21,0,0.1572,0.0832,0.074,599,1
Next_5783,Facebook,5,70.99,7,17,1,0.252,0.1781,0.074,600,1
Next_2786,Instagram,6,113.98,4,15,1,0.523,0.4491,0.0739,601,1
Next_3231,Instagram,0,0.0,2,2,1,0.1674,0.0937,0.0738,602,1
Next_3722,Facebook,2,64.99,2,14,1,0.2436,0.1699,0.0738,603,1
Next_5386,Instagram,0,0.0,5,10,1,0.1387,0.065,0.0737,604,1
Next_2825,Instagram,0,0.0,6,13,1,0.1314,0.0579,0.0736,605,1
Next_1029,Instagram,2,60.99,5,6,1,0.1897,0.1162,0.0735,606,1
Next_1889,Instagram,0,0.0,4,7,1,0.1463,0.0729,0.0734,607,1
Next_2378,Instagram,1,99.98,3,7,1,0.207,0.1337,0.0733,608,1
Next_436,Facebook,3,155.98,6,24,1,0.2311,0.1578,0.0733,609,1
Next_2855,Facebook,4,59.99,0,17,1,0.4613,0.388,0.0733,610,1
Next_5177,Facebook,1,59.49,5,21,1,0.1605,0.0875,0.0731,611,1
Next_3353,Instagram,7,121.98,6,16,1,0.5123,0.4393,0.073,612,1
Next_3123,Instagram,0,0.0,7,16,1,0.1245,0.0515,0.073,613,1
Next_3875,Google,0,0.0,0,22,1,0.182,0.109,0.073,614,1
Next_3245,Instagram,2,63.49,0,1,1,0.3144,0.2415,0.0729,615,1
Next_1133,Facebook,3,130.98,2,20,1,0.3406,0.2677,0.0728,616,1
Next_1437,Facebook,2,58.99,0,12,1,0.2967,0.2239,0.0728,617,1
Next_5240,Google,1,46.99,0,23,1,0.2298,0.1572,0.0727,618,1
Next_3740,Other,1,65.49,4,23,0,0.1791,0.1065,0.0727,619,1
Next_4066,Facebook,0,0.0,2,14,1,0.1609,0.0882,0.0726,620,1
Next_2452,Facebook,0,0.0,2,14,1,0.1609,0.0882,0.0726,621,1
Next_2099,Facebook,5,62.99,3,16,1,0.3917,0.3191,0.0725,622,1
Next_1652,Facebook,1,80.99,2,16,1,0.2098,0.1373,0.0725,623,1
Next_359,Facebook,1,71.98,0,13,1,0.2512,0.1787,0.0725,624,1
Next_1841,Instagram,1,71.49,7,14,1,0.1457,0.0734,0.0723,625,1
Next_4132,Other,3,58.99,5,20,0,0.2187,0.1464,0.0723,626,1
Next_351,Facebook,2,133.98,1,19,1,0.3121,0.24,0.0721,627,1
Next_5909,Facebook,0,0.0,4,19,1,0.1404,0.0686,0.0718,628,1
Next_4241,Other,5,69.99,1,27,0,0.5469,0.4752,0.0718,629,1
Next_3768,Facebook,3,58.99,0,13,1,0.3627,0.2912,0.0715,630,1
Next_4137,Instagram,6,63.99,1,18,1,0.6724,0.6009,0.0715,631,1
Next_1417,Google,2,50.49,2,24,1,0.2225,0.1511,0.0714,632,1
Next_5202,Facebook,1,71.99,2,15,1,0.204,0.1327,0.0714,633,1
Next_3169,Instagram,1,62.49,1,1,1,0.229,0.1577,0.0714,634,1
Next_2584,Facebook,3,59.99,0,13,1,0.3627,0.2915,0.0712,635,1
Next_5536,Instagram,0,0.0,5,9,1,0.1344,0.0634,0.071,636,1
Next_5286,Instagram,0,0.0,5,9,1,0.1344,0.0634,0.071,637,1
Next_2045,Instagram,0,0.0,2,1,1,0.1625,0.0915,0.071,638,1
Next_4629,Instagram,1,42.99,5,7,1,0.1575,0.0866,0.0709,639,1
Next_3154,Facebook,4,63.99,1,15,1,0.4016,0.3307,0.0709,640,1
Next_4589,Facebook,0,0.0,0,9,1,0.1837,0.1129,0.0709,641,1
Next_1654,Instagram,1,60.99,7,13,1,0.1414,0.0706,0.0708,642,1
Next_5442,Facebook,0,0.0,1,11,1,0.1695,0.0987,0.0707,643,1
Next_358,Instagram,0,0.0,4,6,1,0.1418,0.0711,0.0707,644,1
Next_5886,Facebook,1,82.49,4,19,1,0.1738,0.1032,0.0705,645,1
Next_4110,Google,3,51.99,4,25,1,0.2153,0.1449,0.0704,646,1
Next_98,Google,0,0.0,0,21,1,0.1767,0.1065,0.0702,647,1
Next_3460,Google,0,0.0,0,21,1,0.1767,0.1065,0.0702,648,1
Next_3128,Facebook,1,54.99,1,12,1,0.2147,0.1445,0.0702,649,1
Next_5517,Instagram,2,82.99,0,2,1,0.3217,0.2516,0.0701,650,1
Next_1020,Facebook,6,54.99,4,16,1,0.4143,0.3442,0.07,651,1
Next_1767,Instagram,6,51.99,0,22,1,0.7381,0.6681,0.07,652,1
Next_5432,Instagram,3,124.98,4,7,1,0.271,0.2009,0.07,653,1
Next_4992,Facebook,3,137.98,7,23,1,0.1968,0.1268,0.07,654,1
Next_5218,Google,0,0.0,1,23,1,0.1628,0.093,0.0698,655,1
Next_1895,Other,2,69.49,4,20,0,0.203,0.1332,0.0698,656,1
Next_4149,Facebook,2,53.99,3,13,1,0.2078,0.1381,0.0697,657,1
Next_2242,Instagram,2,77.99,4,4,1,0.2049,0.1353,0.0696,658,1
Next_628,Instagram,2,103.98,0,4,1,0.337,0.2675,0.0695,659,1
Next_2024,Instagram,1,109.98,1,4,1,0.2476,0.1783,0.0693,660,1
Next_3180,Other,3,82.99,6,22,0,0.2018,0.1326,0.0693,661,1
Next_3372,Facebook,1,68.49,5,20,1,0.1555,0.0864,0.0691,662,1
Next_2771,Facebook,3,71.99,1,13,1,0.3239,0.2548,0.0691,663,1
Next_2061,Facebook,1,47.99,5,19,1,0.1512,0.0821,0.0691,664,1
Next_2544,Facebook,3,83.99,4,15,1,0.2356,0.1665,0.0691,665,1
Next_1979,Instagram,3,68.99,4,2,1,0.238,0.169,0.0691,666,1
Next_2163,Instagram,3,105.98,4,5,1,0.2574,0.1884,0.069,667,1
Next_3861,Google,1,61.49,1,24,1,0.2066,0.1377,0.0689,668,1
Next_2520,Instagram,3,62.99,6,4,1,0.1928,0.1241,0.0687,669,1
Next_2260,Facebook,2,61.99,2,12,1,0.2306,0.162,0.0686,670,1
Next_1667,Facebook,2,59.99,3,13,1,0.2076,0.1391,0.0685,671,1
Next_1227,Facebook,0,0.0,7,27,1,0.1156,0.0472,0.0685,672,1
Next_827,Facebook,2,74.49,0,12,1,0.2962,0.2278,0.0684,673,1
Next_2214,Instagram,0,0.0,5,8,1,0.1303,0.0618,0.0684,674,1
